c_id;item_name;item_code
2267.0;HASQAR5A5369034ECAE;8002.0
151.0;BAGKRO5A0AC7CFC931A;5920.0
151.0;BAGBER59DDB81C02060;5455.0
151.0;SOGALM5A8BD55915F08;8606.0
5585.0;HASQAR5A53693BDD568;7945.0
5585.0;HASQAR5A536980727AB;7947.0
138.0;APPGAB59F8AEE1E5325;5746.0
138.0;APPNAT5A0A01860CE92;6700.0
637.0;BAGSUN5A9413AFB8484;8662.0
10508.0;MATTEL5A462528E403F;7842.0
5801.0;MATSAM5AAB59DF9F3E4;8852.0
1539.0;BAGSUN5A9413AFB8484;8662.0
3211.0;BAGKEM59BA223FA5209;6957.0
6427.0;HASQAR5A53693BDD568;7945.0
6427.0;HASQAR5A53697CDEBB5;7949.0
11817.0;APPNAT5A0A01860CE92;6700.0
1579.0;WOFVST5A93B34864DFD;8660.0
5477.0;APPGAB5A617F0E25413;8891.0
3772.0;MEFBIS5AB9C211E069F;8962.0
